w_0,w_1,b,theta_9
-2.2476611145950596,1.4467367390749057,5.275698274595698,-0.7303684542114577
12.330954223027458,7.97035733193765,4.074405478686524,0.8547878648154141
2.740212926289041,14.753184073908809,3.214486790837094,0.1499207315751725
-0.40839959273582155,-0.7739080759826039,0.18332441357803655,-1.0370173173674448
1.4007041169667103,7.542490327373479,3.7574627253115858,-0.4409156430804082
11.488063970119796,2.964996487656557,5.805333785079989,-0.0004550868096381107
-9.8368430099279,-8.302061776756725,4.031473551458607,-1.146519528594531
-15.009706477910575,-13.028267793433873,2.934618844193221,0.8629743207904996
9.947030158292693,-5.39815165520315,3.9843630469218327,0.828776253053075
-7.151282688048089,-0.3623426091628005,1.4653547131877602,2.244545377199751
4.927171887678998,7.454251452842989,0.5043132776253134,-1.5704688818795367
4.231442304015117,-6.481971965967735,2.969091433210236,0.24796426621123388
-5.912455841107598,8.539412421334816,6.216411006148504,-0.3017857917930904
-4.179205879639928,0.009421685302716741,3.287238051292376,-1.7016520113995726
-17.416925660870184,4.119041675031469,1.13294664246776,0.6378910843887516
5.025010981292712,2.9379339946112317,2.285877036352088,-0.11410997732138776
-1.5303509501020203,10.124157031736846,4.115828588280404,-1.5461618655139926
-10.179633992712889,4.37749573294094,5.977048487679695,-0.8221461804654392
-4.038073629382268,-6.7390330955250795,0.45288276538111455,1.1192770727255326
-0.05287334034068822,14.026198032557687,3.864515069995987,-0.2782453133006246
17.270518023607757,13.693375625965247,0.2552657027418313,-0.6456702472006781
3.4494093729171014,-2.0418679205099584,5.795538949824494,-0.4160989418684204
-12.034215432706162,-4.421867669953079,4.212952300206183,-1.2350047610192247
4.566549674681777,-2.4275944428868477,2.6402970768424474,1.9453620061987738
8.19659194456091,-5.748300978962251,0.4239837322269245,0.08784098958115792
-1.0139372469595045,12.812569851804955,5.191631531321018,-1.0704938487731845
12.31549765770371,8.77706974915046,5.6139007290878284,-0.22978826903391356
5.516633451072703,6.330350083205258,5.39715989141358,1.5249126838067615
-0.7067265362782984,-4.862949611528979,2.229679426948104,0.27186100559681126
6.420536075560035,12.306105138979701,0.7062951282011395,0.5869341988678729
-14.184802962556216,-11.102520382031697,1.071677824402055,-1.238589939787603
1.3493788759199132,-2.631174966907253,0.9340057465702258,-0.3378696243856187
3.201445345820922,10.596309520853639,3.4680470613215797,-0.18619559859368087
-5.32594272747188,-7.960661502867811,2.5407602405204606,0.15041116795848325
-7.6839614940699486,-9.67109377879274,3.6769096293338004,0.8879756894695133
-0.7104210923861087,-0.8794321560373497,6.203103532144466,-0.033704044751185956
-9.929976792741064,-4.267240973785006,0.22707957562601847,-1.4230853782603843
-3.4871712768746623,6.0305173881429575,0.38665245912354756,0.677633038752996
-13.465529587751636,3.6484979899676664,3.7991538343211393,-1.6220576929235948
-10.510557403719423,-12.336375397841623,5.8797457269981175,1.0325668894460325
9.94358583139231,8.683014300307866,1.1581941701508787,0.31710386720674755
-15.206874290172395,-4.277459878976466,1.5269092362215766,-0.6694736928339968
-4.618807192508841,-9.70056777828701,5.4694849664219065,0.5954671106414178
-3.9171131514313977,-1.7595782553817134,1.9659285898270396,-0.5232277797173013
8.406614768261486,7.094599773070169,5.220359323639963,0.7594262883395507
8.728883288022978,19.60780893723875,0.851741190605114,1.4732154627200538
-17.204333814003547,0.3513313468728069,2.513884770811924,-1.7398483175348827
13.451913348301956,9.039004941542585,5.095303179134738,0.027766642587413817
