w_0,w_1,w_2,w_3,w_4,w_5,b,theta_2
-4.889278823930811,-4.278602523083175,-6.753887446378423,1.483269867038579,-0.9309218519792283,0.9795485109584978,5.927238113140599,-0.7755016295231275
1.6176590195656328,-3.1835754464549444,-1.275665856624609,1.50678159747731,-1.9869035112850801,3.2580235640534054,4.421337736746135,0.1925321935797511
-6.359310788662024,-3.556513704908686,-3.6696150308478748,-3.387943452173303,-1.1493541561554395,-1.0652524237978336,4.150329315858695,1.286887004802843
-6.293130449437852,-2.747329310800301,0.8298257618733046,3.2305464218845863,-2.955197989758589,4.0944386725351745,3.5118026819784087,-0.7636431584141707
-0.021699084994520453,2.6946644747225896,3.0546541460968695,-1.5123679380923085,-3.321016571204625,-4.6042723242370105,3.3060501680579817,-0.17733052723673412
-4.247920527640096,-5.294069043411544,0.5493133951120592,-1.2922692403935414,1.0776719093528477,0.8622685053248438,2.4133348741296548,0.2364116189531066
5.8965243482274055,-3.777372196636666,0.03441324325656264,-1.151438111712125,-0.3266984355413322,0.16200794963075582,0.19470321999791287,-0.3827414569110229
-5.28575911768016,-4.336196031250627,0.568228018956907,-2.5171651115336364,2.096633738584256,-1.3181506736174087,3.973097058428787,-0.051203457619872515
-1.7906896789969595,0.6568282564536103,-1.4862853243761007,-4.802447407176714,-1.0379380811656223,-2.3487352625190847,5.501531992296416,-1.7596438430611283
3.405550980208964,3.1273003901395997,-0.6660278012684837,-2.6155688581429266,-4.796746129107156,-2.4922177603509805,2.9442086816150344,-1.4028392275200228
-7.133329312051577,-0.7274602032343015,-0.40513599591573024,2.6543828209362648,-4.207574129950879,2.250130792286797,0.12826763580438685,1.4805572794372974
-0.04714177949704397,-1.9274822998522456,-2.827356605712747,0.09870076425374052,2.8189845319953366,3.243312186309555,1.879525104840218,0.8605206510755853
-3.1057713820433293,-0.7556249854639578,1.1829777922087092,1.0985920593930885,-1.1285779602353705,-1.423734335831285,1.3985960053648354,0.06899649319419372
1.8446198942733225,-0.8324625741986638,4.639697537368874,0.7206392321926407,-0.6000273450292203,-0.0631941356316918,4.695934589504409,0.9418207622712952
1.6593949487245936,-2.303653327300665,1.1158593175757618,-5.427163802448995,-4.471734832904233,3.5758678816288354,1.9130509043393142,1.1339542767694777
-1.290825280070529,1.5502979539731314,5.93247792357485,0.8452331027886806,-4.960278749970665,-2.681159147278927,1.0341600852659951,-0.48218184292542426
6.438551980934511,-1.114974686236978,-1.9040665821866958,-2.9524450274471565,3.5768304580894745,2.241319855152302,6.06901197831248,0.5240467682199945
4.014434268848305,-3.2121018776616554,4.696268459635295,0.1950087162672008,-2.7135395483536002,1.1656055713094442,0.13368214026934594,2.3622177860544564
-1.6942555317083052,6.0748878722362525,0.45595751151827346,-3.8848040242799904,0.49892489463234097,3.0092679001579032,2.8719587185162863,-0.4492151812847417
-5.658487997044202,5.198857090922319,-0.729133790592835,-2.830337358070293,0.29209337532794233,2.21732267769164,3.0966830575701447,1.2119573958396495
-0.2746903486384963,-0.7892296465346585,-5.117847954805893,0.3212597151384901,-2.6703614428521307,-2.733847842589994,4.640050059532988,-0.4103212016588269
-3.8122832060986775,2.497259551704321,2.6878472923851646,-0.6205684229203351,-2.376832984083407,2.7567249804963123,4.16263545863829,-1.1396714143993625
-0.12874632799432312,0.9127341023284707,5.6622578146308555,1.3846171251609662,-4.222811779775866,-0.6970729631720769,4.4613252764730005,-0.21244976244263003
2.6941478524863873,0.517041059652742,5.19887925925818,4.518807099337575,3.1636641692974368,-4.595360281841859,5.716515364213045,0.6277319950101687
0.1285364775513333,-4.533817063784266,0.45430716363017676,-7.4388941725341775,-1.5856501690808333,-2.225915726089271,1.2536257802332675,0.03381273261135146
4.977060881736452,0.18034345024825402,-1.4792671611106085,-0.0474733738281724,-5.997229770053671,5.795207394122618,1.1341025597918437,-0.8797292568677936
-0.5448937137475681,3.720864354212048,5.84533092475708,-2.23481374620291,-0.8203870848832545,-3.928280151856829,5.19550058760137,-2.1157492977336836
2.447677135756746,2.05328333302981,0.7563251703951398,0.8579285933348779,2.9491915539003624,-2.010456492300649,2.13818031825781,0.3585914576531621
