w_0,w_1,w_2,w_3,w_4,w_5,w_6,w_7,w_8,w_9,w_10,w_11,b,theta_7
-0.14539277826626898,0.38988961268382766,-1.9968149809575462,1.9620621281450357,2.6399434616695476,0.6836259775427223,-1.188456884610209,1.833430295345001,-1.7037314312558087,0.6308926027134053,1.4687005176094678,2.4253655243804912,1.2967018844473988,0.6829177595297333
-0.5051648049794358,-2.1555581233043037,-0.607728388677967,-1.3789916165028646,-0.13063755673065694,0.5662856040591137,2.0429722525768166,1.0156443203486891,0.5077977092229257,-1.239728574575882,3.534764014988568,1.7261693970026104,3.6078419114890568,-1.0857618239330427
-2.4324274986206205,1.2269380528762686,0.2266850944374602,-0.946206656006906,-2.7139396236009454,0.9815992307532628,-1.4245817764921547,0.6994241081196895,-2.0586287495277196,2.1765176093369094,2.2836375646341676,-0.46780357385341914,1.2866414578677305,-0.3882165120831329
-0.16599972346142575,1.8818824343027674,1.9020238368791287,1.4627760043962148,-0.7763482904481487,-1.635885196022502,-0.4742048157790318,-2.784658882914088,-0.21941694998832867,3.0277100052612056,-1.4589390611011197,-1.5272728450058382,4.2859357803616325,-1.1124374872004272
-0.6851002232493332,-1.457653938482869,1.2614743797424577,0.6616468841135286,1.2280750018910398,-0.46548421116408484,1.7755245353611002,2.0912711105988233,-0.09209191649151031,-1.5735111052377553,-0.8575405924357647,0.3336363677835858,5.266827976866442,0.832309446240907
0.3893717947331734,0.15279423769566855,-0.5184704663562096,-0.003052820178248993,0.49900219841049837,0.745749274816601,-1.3822741203069695,0.3069464853495852,2.9757167670326004,-1.938535972252765,1.644227284394727,0.3637941928510554,1.382781597730331,-1.400343221444226
-1.3413168963168876,-0.3250878520476377,1.8143313572770858,2.4833855744620683,-1.3226020618036836,-1.7974908746770446,0.7409728642139023,0.327704284444667,2.6824559384039746,0.2821317671417335,-1.5738399990154526,1.0869615739964915,1.0514032519547456,-1.2168019380604325
-3.3592051708303314,-0.793171964079583,0.4941217978851805,-1.1511050293216734,1.053075636586739,1.3431703275397855,1.2916163221304064,2.952747323938671,0.755223800083356,2.5073817199662813,2.2160215956583107,-0.5067749709721163,1.7815418803206333,1.505303394007497
-1.2417443404202209,2.5833505579605243,1.5863404265695225,-0.5822953077801071,0.9499059779162635,-1.3159244668262857,-0.6762566284179968,0.42470277071870954,-1.8483094495316255,1.1698846619033862,-1.5113085405180513,1.0229703021277796,2.8671526997047,-0.07828320386903506
0.20180793606703867,0.91654213730047,-0.16768889738676948,1.859382663001656,1.1417656779795713,0.046223826901910695,2.4972526130689596,-2.2367134556512007,1.21590569954861,0.4407621606322889,0.34461121381318055,-0.6091937708311334,3.608536936509172,-0.45472114918537376
0.7638142299480626,-2.756726181461296,-1.3892599327097548,-1.9400622763449493,1.2787759327698083,-3.396544368771742,4.162330615234614,-0.27883791818094666,-1.1713822363502264,0.580692696240548,-1.4678185021004464,2.1660652344396265,4.614349004229694,0.8277173283673139
1.274295576964459,-1.0341879351485834,1.9289091859191263,1.4873148866606902,-0.20600485494778883,-1.2727872775217566,-0.4456582591848937,1.169738497779319,-2.652742190598036,-0.48794283605539485,-1.1523630816788397,-1.364196017441419,1.355181841302403,0.6134716082445902
1.979934874248095,-1.1901232031499893,-2.1513412335251183,-1.1259285766324822,-1.36893021702995,-1.4192255035768515,-3.0492000063591345,2.3113724960700646,0.6191403264939281,-0.9229193797843795,-1.7355417895994718,-1.0775828943267936,4.4571750459572215,0.7865666161254721
1.4151887756018866,1.800339982725903,2.1141505022928015,-0.31080118492630593,0.2974648922477853,-0.3747601033568087,0.5757965590354703,-0.13859489968138586,2.6398778228893356,-2.327541518003238,-1.054597099410893,-0.3564501725767566,3.1042900768643737,-1.4758165778751113
1.5619916344726665,-1.3121269131550304,-0.8658065117879565,0.6084820250862454,0.026440514287661497,-2.7745908896032665,3.522488977111884,-0.35336784188543097,-2.635911805810332,-1.4763276105267,-0.6029932530860733,3.3896808286895017,4.145528789179781,-0.13313369451067872
0.5245233264667841,-3.507536058791269,0.6807424795343193,1.0002482980625063,-1.4677157463033694,-0.013121706255763334,-0.7982898925276743,-0.0479113657248273,0.7534660769948952,-1.0925067639002504,0.32365169818992495,-1.5681111493654651,4.38086101577331,-0.4821547374718661
