w_0,w_1,w_2,w_3,b,theta_2
5.347415059417872,8.539357599777397,-6.867119030231328,-0.7646781892536648,5.644323135558445,0.164314833299312
5.071020267978401,-3.8817328573475995,3.7529815875574046,-0.08313619165304904,3.3096301375422525,-1.1370082218597688
0.36269163823640954,4.700902372257712,-2.7982147083918307,-6.950526139251255,4.672098345404488,-2.4212043576751276
4.746537966838311,3.3677764554968452,-9.740597424716439,0.4302495241433383,5.509243236474137,-0.024750630135297762
-1.4928714391236866,-0.7906077099819344,-2.8848903951610465,-2.725711892495377,3.4929463626224573,-0.6906883198857086
10.0303522052962,3.525733358378439,-1.7846467506731836,-4.188634793904679,0.26990978330228227,0.3911153537924464
-0.3790051568872075,1.7539545642219434,-4.573228296104987,3.551773226312163,5.1110399667452855,0.1169195137140453
3.718172562334173,9.23348156569006,0.7789766066819243,5.707634893105949,3.779072832625797,0.48179224401165666
3.213206232271389,-4.4232589258541095,3.9884733588845482,-5.24417528349123,2.9189915398188457,-1.232492419632173
1.8538024334786845,11.704066513361093,-0.4575537806628016,8.194375397160561,0.08605103539891504,0.23707732167740742
-5.84696981002794,-0.7918270903203789,0.39349038918082585,-5.922441887775529,4.638518074394242,0.9387265204745306
6.337409376806544,-1.8264723232165596,-2.604312112538863,-1.1749935051329958,3.9459174687360097,-1.195341532549495
-1.4139993033493963,-0.04447692870434766,-1.1793975959409855,3.55751282817271,5.848554870754026,-0.8321231343808263
3.9029836453242392,-0.3980400559933664,7.888145591924158,-0.23988734743259604,3.506047566512219,0.8572790674704842
5.314108426456148,4.624074859911289,0.24201223758743243,0.6433405202055182,2.145621918871076,-0.14001702314287887
-3.31495654765418,-2.907327367940179,-8.151151968309074,-1.5872755087208557,0.3957180164630455,-0.18630551821988392
3.422090690910975,0.49625512162476,-1.941248611334327,6.723490566365019,5.2622598997006715,1.0276759739057437
-1.4887343623110465,-9.983447790759463,3.3520395066112063,-2.4028631746523934,3.2650418643350716,0.6268696087219143
-4.162613508579818,-6.031825868999433,0.45235318552727904,-5.588329353199739,0.17020735633094977,-0.4965171856151484
4.550088302014144,5.03016120846744,3.549216736288523,1.935961363852542,5.843896644448283,-2.1617659127212447
3.4873504266970623,-6.191043485082249,9.224176388345633,-2.644279244954913,3.3238262772086227,-1.045484703075595
-1.1013147815727975,0.9465972222457864,0.3915219679369568,6.441334932732863,3.0742402610672155,-0.2691619023029169
-5.6238661691475675,0.5182816208966954,6.278717019092905,-5.997567278551062,4.809714603843175,-0.17351684278886875
5.96006439276197,-1.2042377450892294,10.48491256041702,-5.5573826777819155,1.6502563860805712,-0.577931536077779
