w_0,w_1,w_2,w_3,b,theta_1
5.347415059417872,8.539357599777397,-6.867119030231328,-0.7646781892536648,5.644323135558445,-1.6221324452234254
5.071020267978401,-3.8817328573475995,3.7529815875574046,-0.08313619165304904,3.3096301375422525,-1.086222765432781
0.36269163823640954,4.700902372257712,-2.7982147083918307,-6.950526139251255,4.672098345404488,-1.6569036871251086
4.746537966838311,3.3677764554968452,-9.740597424716439,0.4302495241433383,5.509243236474137,-0.7183274815178221
-1.4928714391236866,-0.7906077099819344,-2.8848903951610465,-2.725711892495377,3.4929463626224573,-1.0542952126635605
10.0303522052962,3.525733358378439,-1.7846467506731836,-4.188634793904679,0.26990978330228227,-0.6570272414609514
-0.3790051568872075,1.7539545642219434,-4.573228296104987,3.551773226312163,5.1110399667452855,0.11637217463507823
3.718172562334173,9.23348156569006,0.7789766066819243,5.707634893105949,3.779072832625797,-0.774806543524172
3.213206232271389,-4.4232589258541095,3.9884733588845482,-5.24417528349123,2.9189915398188457,-1.1489016678237418
1.8538024334786845,11.704066513361093,-0.4575537806628016,8.194375397160561,0.08605103539891504,-0.23086665279975987
-5.84696981002794,-0.7918270903203789,0.39349038918082585,-5.922441887775529,4.638518074394242,-1.3417132746600045
6.337409376806544,-1.8264723232165596,-2.604312112538863,-1.1749935051329958,3.9459174687360097,-1.4645721924542756
-1.4139993033493963,-0.04447692870434766,-1.1793975959409855,3.55751282817271,5.848554870754026,-0.536250920134169
3.9029836453242392,-0.3980400559933664,7.888145591924158,-0.23988734743259604,3.506047566512219,2.236393001400115
5.314108426456148,4.624074859911289,0.24201223758743243,0.6433405202055182,2.145621918871076,1.834357707111085
-3.31495654765418,-2.907327367940179,-8.151151968309074,-1.5872755087208557,0.3957180164630455,-0.3473029181752949
3.422090690910975,0.49625512162476,-1.941248611334327,6.723490566365019,5.2622598997006715,0.290115381749338
-1.4887343623110465,-9.983447790759463,3.3520395066112063,-2.4028631746523934,3.2650418643350716,-0.08538060845469861
-4.162613508579818,-6.031825868999433,0.45235318552727904,-5.588329353199739,0.17020735633094977,-0.10079158026267139
4.550088302014144,5.03016120846744,3.549216736288523,1.935961363852542,5.843896644448283,0.9041710032749529
3.4873504266970623,-6.191043485082249,9.224176388345633,-2.644279244954913,3.3238262772086227,-0.022600995774572096
-1.1013147815727975,0.9465972222457864,0.3915219679369568,6.441334932732863,3.0742402610672155,0.6702281109098782
-5.6238661691475675,0.5182816208966954,6.278717019092905,-5.997567278551062,4.809714603843175,-1.4443998955440291
5.96006439276197,-1.2042377450892294,10.48491256041702,-5.5573826777819155,1.6502563860805712,-0.4304783160528547
7.335976229614614,-1.1111481602473423,-5.272640053954157,10.660221045428887,6.055351793502423,0.23055472013684028
-4.291136909414847,0.12845352042033062,-5.6446099693910785,-5.71690313868417,5.975602649243607,-1.4537866314142855
6.710880458405193,-3.231104008727712,4.580288070112171,-7.727900781572026,0.5719111042133884,-0.5581395671095879
3.359552847836128,4.125422238751507,-2.237292058590102,-4.6050052335722755,1.3291003207418313,0.317637019434034
5.413785891582532,0.7751313534434982,-8.3741203138188,-2.8741528698261885,6.253729305892887,0.5333443159632024
10.845888108834064,-4.506739607631663,1.877426049416236,-0.6366683009674835,4.050730850185337,0.6058480059272474
-8.91215182835847,-4.618244269019663,1.1430409072387238,4.592030085469673,4.604847072541623,0.9311612511739038
-5.6926514703445275,-5.132767336238697,7.7424657070750245,-6.182589506839822,3.586522598136658,-0.6895579938377994
-0.844939189108039,-2.228904252489806,-0.5247164485991682,-0.4298258709067003,0.32173089462160437,1.3712627988704802
1.763727585533165,1.3727269597039742,4.069476729470466,2.9554664286851597,5.668442216740309,-0.2471602724231243
2.2804059418078797,1.9169457167414807,-1.2542397007608088,-6.828921625307777,2.4333513849367185,0.8340427075288994
-4.5624958876937205,4.5188972071447235,-1.6366544254999504,-5.906780118234325,1.4802467631915814,-0.5692359769189295
0.6842767441271189,-8.087813676320573,-3.266721261093868,-9.933544301699,4.39100340813103,1.0013496453902275
-1.4630202995437809,2.4789849414860394,-3.617921840523806,-6.427917009891096,0.6128794910381149,0.01956438894865768
-3.378167268415853,5.320396042350271,2.8193115118820424,5.586667724057236,3.0196228328578156,0.30019951830692826
2.000177610058611,0.16082832215182533,4.923739987339799,7.529874199323395,4.258072366761024,1.3261167070133228
-0.4380807811021108,5.307143832091626,-1.0116219117159215,0.8533717449599161,1.6504129768565377,0.27948965490469735
-0.7602498445624912,6.815685222509716,-0.82227649366112,0.927768730905108,1.1719668686399194,1.8932855062191116
-14.135591648211806,0.8024511556026404,0.5889372960767411,-1.6503151219706276,5.918455494534133,-0.2996460405654415
0.9744857251872872,-0.027773050669272405,5.253522527232049,1.60496001565069,2.2730683642619485,-0.28525689097689017
-0.4571765733922914,-1.0424450315916456,0.387824095184734,-13.440587230573456,5.69630440699185,0.1306654003167291
-2.053269251765701,-10.156888396150032,1.773161728544688,-6.414429824840862,5.542262475622233,0.9525445473142276
-6.257889152652593,-1.055555897413396,-6.22769999586124,-3.2405583069540342,2.872685845721427,-1.3594820618146957
7.508263544754515,6.973374329172184,-4.944906577042063,7.25790954818037,2.622290716505666,0.2555474142522866
-0.09937830779706618,10.905358035352318,-9.387778290700789,7.5545411018705195,5.120716232966698,0.10901434212527836
-1.186259030475915,-10.084793686999044,-3.6808046810186035,-5.039670320914379,1.2365013127863957,0.18602877635495194
4.418035377741963,-2.630653848337202,-1.1078182069236437,0.20226657289654068,0.89731970351745,-0.3734013389503914
-4.041923909334451,-3.143204094483636,10.746177972401464,4.629744423658701,0.38413312342134537,1.8363420793560739
-0.08547067953925282,2.6888145865438418,6.679391926927234,13.835537905161859,5.638640422811855,2.59401652628941
4.9614304797071735,-1.949601174991047,3.2757069274648467,-3.030707610544151,2.8342838904027525,0.6320729754713156
-2.335637058228114,-0.624318981847076,-2.2909083947554603,2.0076958003782805,1.5646714597305285,-0.6761042530855889
0.6841815789236224,0.7462246287316401,-1.581665673178162,1.6552742370395404,3.75891383403954,-0.7251535849263715
-0.035730345231804364,2.845065462811148,-0.2630615789794953,-7.2452172484629305,3.3243909108828102,-1.3313475096910696
-1.661078473400801,-6.471211262494803,-2.6753324037212223,5.936834479567525,5.5187606701383585,-1.0527354482367657
8.307336187849746,-3.110467098824222,-5.453897700380499,7.785194888822764,0.19327942807482595,-0.6471730192109524
-2.717271841346056,-0.6349484872781519,6.281778006113146,-1.8371895720821634,4.726955699194852,0.388569073753085
7.369471251891231,11.171884392947339,-3.3237783438500577,-8.145269888949983,2.870940237115585,-0.4561387591617738
-2.667224377628002,-1.2451168944458562,3.8775872664632494,-1.4677913674128151,3.672439842254458,0.6299096430856765
-2.0498237625865787,-6.377623693173558,-4.5447816096966065,-6.674676416542794,0.74697811761093,-0.33592088599003345
3.3476816507041107,1.7847450544111492,3.0987663160005967,-3.209183410876432,2.968434762857022,-0.1888632050505852
0.9795991188573497,10.572786760217534,1.8369511752056593,3.5771874682648277,0.7560474303136285,0.15494382173498472
2.2435644555163616,-4.363985996680054,2.1110668002484703,-4.754877018892809,1.0738936924489273,-1.432499543348274
6.249314440503236,2.0029881971696293,-5.594426886073176,-2.584330331194925,1.1120251961659862,0.6681411590947357
-1.5644100229117934,1.0641310293972457,-3.1521376007530346,-2.6963401561750757,3.262347274055337,-0.5718254713248332
-2.100508829289822,-0.8651317846630315,7.410098390226463,-3.96910140542704,0.44925881678400187,-0.9829290059223642
3.115114512893473,1.7067785508576399,-6.2833357637326985,-1.0544727774333522,3.2506170177062135,0.26058802937062175
4.83379288390503,2.8858453861214195,-7.2615552622753485,-4.914032379169352,0.5393150266823593,-0.7488903084406091
5.625202304386289,3.9352859273837835,0.46387334814424563,0.560862071293172,4.348924432180365,0.5574913231455524
-1.2111479453525955,-1.2579166450597956,2.4606794144646,-2.1321688132898977,3.7863391639539397,-0.9977371557304222
4.2551851213661696,6.668582300160999,1.4874715311389852,-1.3007136812919124,1.0167341000239127,-0.6389345546526745
